replicate,delta_C
379,0.029855436832180948
380,-0.010467980295566504
381,0.010802469135802517
382,-0.018785222291797132
383,-0.04717566728739908
384,-0.026911314984709445
385,-0.03125
386,-0.045201238390092935
387,-0.023766546329723193
388,-0.037261146496815334
389,0.008745476477683978
390,-0.017922235722964808
391,-0.04195804195804198
392,-0.03459687123947053
393,-0.011209439528023668
394,-0.03358868591632291
395,-0.03210741389375371
396,0.009798099762470258
397,-0.021010962241169273
398,0.0
399,-0.03822249844623993
400,0.005537459283387669
401,-0.03543859649122805
402,-0.034524530587522695
403,-0.024169184290030232
404,-0.04559457794208255
405,-0.022421524663677084
406,-0.0071641791044775305
407,-0.04746070133010882
408,-0.02985074626865669
409,-0.037516600265604216
410,-0.015021459227467782
411,-0.015604249667994674
412,-0.024955436720142554
413,-0.0114840989399293
414,-0.011015911872705009
415,-0.0574345883854499
416,-0.007570770243581326
417,-0.008637236084452993
418,-0.028296207104154147
419,0.00944010416666663
420,-0.0033444816053511683
421,-0.04134212103055723
422,-0.02009318578916719
423,-0.04506172839506173
424,-0.019853390348197997
425,-0.05197368421052628
426,-0.03249414519906324
427,-0.034212178279974914
428,-0.06151515151515152
429,-0.055373525557011805
430,-0.03799098518995492
431,-0.011697660467906434
432,-0.011564625850340238
433,-0.08894702419882272
434,0.019668100799016486
435,-0.020547945205479423
436,-0.05208333333333337
437,-0.04358353510895885
438,-0.0020983213429256464
439,-0.023992890995260585
440,0.008152173913043459
441,-0.021055939660590828
442,-0.005114320096269553
443,0.015578190533253378
444,-0.03516819571865437
445,-0.011526479750778917
446,0.012673506336753126
447,-0.04179194227300065
448,0.020083932853717013
449,0.005098980203959158
450,-0.06734317343173424
451,-0.03898809523809521
452,-0.024464831804281384
453,0.030429594272076366
454,0.010690287110568075
455,0.02382388419782866
456,0.003625576796308483
457,-0.05579399141630903
458,-0.0012594458438287548
459,-0.029470198675496717
460,0.002197112366603915
461,-0.04936708860759498
462,-0.030312124849939948
463,-0.041056651814131206
464,-0.06312814070351758
465,-0.026282457251424973
466,-0.05142503097893425
467,0.018648018648018683
468,-0.010088272383354413
469,-0.007763975155279601
470,-0.05319148936170215
471,-0.012812500000000004
472,-0.06810740013097571
473,-0.04539914686166968
474,-0.01723016905071517
475,-0.04276923076923078
476,-0.031194295900178193
477,-0.009025270758122761
478,-0.03341360626128842
479,-0.009621166566446182
480,-0.05126694166175605
481,0.028012048192771033
482,-0.060505719446116824
483,0.030331457160725384
484,-0.00424242424242427
485,-0.02448377581120942
486,-0.0012383900928791824
487,0.0022479126525369875
488,-0.019026824703680667
489,-0.021117166212534122
490,-0.0037926675094817064
491,-0.01374775851763299
492,-0.018551765409934085
493,0.0021419828641370264
494,-0.04939451880178458
495,-0.04210836277974084
496,-0.027476038338658193
497,0.025016035920461865
498,-0.037130270610446825
499,-0.025412541254125398
500,-0.05531249999999999
501,-0.05456226880394571
502,-0.03886348791639449
503,0.010664229128580116
504,-0.006242568370986912
505,-0.010703363914373099
506,0.014007308160779552
507,-0.02441344324667083
508,-0.046602525556223684
509,-0.07133995037220842
510,-0.030196629213483095
511,-0.0009746588693957392
512,0.0
513,0.010370835952231316
514,-0.009547383309759572
515,-0.037939543491671834
516,-0.008474576271186418
517,-0.05867665418227208
518,0.002990033222591393
519,-0.04019196160767846
520,-0.025996533795493937
521,-0.021573604060913798
522,-0.0317361543248289
523,-0.04524284763805719
524,-0.0046242774566473965
525,0.008750754375377201
526,-0.005471124620060719
527,-0.020148791072535643
528,-0.011299435028248483
529,-0.025202240199128756
530,-0.017965895249695496
531,-0.04416212946158504
